#,Status,Project,Tracker,Priority,Subject,Assigned to,Category,Target version,Author,Start,Due date,% Done,Estimated time,Created,Updated,Likelihood,Severity,Found in Version,Impact,Expected Use,OS,Support Group,Description
1282,Resolved,VisIt,Feature,Normal,visit-install should have a no config option,Eric Brugger,"",2.7.2,Eric Brugger,12/18/2012,"",100,3.0,12/18/2012 12:23 pm,03/11/2014 07:25 pm,"","","",2 - Low,2 - Rare,All,Any,"visit-install allows the user to specify the config file to load with the ""-c"" option so that it doesn't prompt you for the config file to install. It would be nice if it supported none or a no config option. I also noticed the ETH Zurich was missing as an option for the ""-c"" option (at least the help wasn't showing it). That should be fixed at the same time."
1331,Resolved,VisIt,Bug,Normal,Add information to the download page to more explicitly state which versions have parallel support.,Eric Brugger,"",2.7.2,Eric Brugger,02/06/2013,"",100,1.0,02/06/2013 10:57 am,03/10/2014 08:14 pm,3 - Occasional,2 - Minor Irritation,2.6.0,"","",All,Any,"Someone recently downloaded a pre-built linux version and then tried to use libsim in parallel with it and it failed because the pre-built version doesn't have parallel support. We should make that more explicit. The windows and Mac versions have parallel support. The windows version may require mpi to be installed, not 100% for sure."
1527,Resolved,VisIt,Feature,High,"Some of the web site content looks old, we should update it.",Mark Miller,"",2.7.2,Eric Brugger,07/02/2013,"",0,"",07/02/2013 01:20 pm,02/12/2014 07:16 pm,"","","",3 - Medium,3 - Occasional,All,Any,"I was looking at the web site and was on the FAQ page and noticed that one of the first questions was on supported platforms and it still listed Solaris, IRIX and OSF1. We should look over the web site and update any old content. That looks bad since it shows we aren't paying attention to our website."
1278,Resolved,VisIt,Feature,Normal,Update VisIt to work with the next public release of VTK.,"","",2.7,Eric Brugger,12/13/2012,"",0,200.0,12/13/2012 07:58 pm,08/15/2013 06:03 pm,"","","",4 - High,4 - Common,All,Any,"We should update VisIt to work with the next public release of VTK. We are always behind their changes so we are always having to build against a private version. If we feed our changes to VTK and get VisIt working with that, then we should be able to sync up at their next release. Things to do to make this happen.

Use hardware off-screen rendering on Mac and Windows.
Use a non-mangled mesa on Unix and then at start up choose between mesa and OpenGL for the engine.

Then we can rip out the mangled mesa support and the GLEW support, which should simplify things a bit.

Get all our fixes back to VTK. Kathleen has passed most of our changes to them at this point."
1378,Resolved,VisIt,Bug,Normal,Remove config-site and host profiles for euclid since it has been retired.,Eric Brugger,"",2.7,Eric Brugger,03/13/2013,"",0,2.0,03/13/2013 12:03 pm,08/20/2013 10:39 pm,2 - Rare,1 - Not Serious,2.6.1,"","",All,Any,Remove config-site and host profiles for euclid since it has been retired.
1412,Resolved,VisIt,Bug,Normal,libm linking issue,Brad Whitlock,"",2.7,Eric Brugger,04/08/2013,"",100,1.0,04/08/2013 02:41 pm,05/09/2013 06:35 pm,3 - Occasional,2 - Minor Irritation,2.6.2,"","",All,Any,"Here is an e-mail from Cyrus discussing the issue.

I know the patch mentioned xdmf_writer, but that isn't built on Windows anyway.

Kathleen

On Thu, 2013-04-04 at 09:18 -0700, Cyrus Harrison wrote:
> Hi Everyone,
> Jed Brown and John Cary both mentioned a libm linking issue on the dev 
> list.
> 
> Another person ran into the same issue today. I am pretty sure they 
> are all running newer, stricter compilers.
> 
> Did anyone take a look at this issue? I know Jed sent a patch for 
> linux, John was asking about Windows
> 
> 
> -Cyrus"
1421,Resolved,VisIt,Bug,Normal,Didn't get all the network configuration options when installing windows 64 bit version of 2.6.2,Kathleen Biagas,"",2.7,Eric Brugger,04/12/2013,"",0,1.0,04/12/2013 12:53 pm,04/18/2013 07:54 pm,3 - Occasional,3 - Major Irritation,2.6.2,"","",Windows,Any,I downloaded and ran the installer for the 64 bit windows version of visit2.6.2. When it got to the network configurations window the only option it listed was none. After I installed it I looked in the installation directory and noticed that the allhosts directory was missing and the only entry in the hosts directory was for my local machine.
1422,Rejected,VisIt,Bug,Normal,Windows installer hangs when specifying open llnl network configuration,Kathleen Biagas,"",2.7,Eric Brugger,04/12/2013,"",0,"",04/12/2013 12:56 pm,08/07/2013 02:51 pm,3 - Occasional,3 - Major Irritation,2.6.2,"","",Windows,Any,I was installing visit 2.6.2 on Andrew Youngs windows machine and selected the llnl open network configuration and the installer hung around 98% where it should be installing the host profiles (the log showed 2 copy failures). We were installing as single user. When I reran the installer it worked when I specified None as the network configuration. Andrew said this occured with 2.5.2 and he has waited several hours and it never completed when selecting the llnl open network configuration.
1423,Rejected,VisIt,Bug,Normal,"When I run visit 2.6.2 I get ""VisIt 2.6.2 in stereo"" showing up in the start menu",Kathleen Biagas,"",2.7,Eric Brugger,04/12/2013,"",0,"",04/12/2013 04:59 pm,08/07/2013 02:51 pm,3 - Occasional,2 - Minor Irritation,2.6.2,"","",Windows,Any,"I installed and ran visit 2.6.2 on my windows 7 box and the next time I went to the start menu I saw ""VisIt 2.6.2 in stereo"" in the start menu. This is from windows adding the most recently run programs to the start menu, but I would have expected to see ""VisIt 2.6.2""."
1508,Resolved,VisIt,Feature,Normal,Update to newest version of Mili library,Mark Miller,"",2.7,Eric Brugger,06/21/2013,"",0,5.0,06/21/2013 12:30 pm,10/22/2013 08:22 pm,"","","",3 - Medium,3 - Occasional,All,Any,""
